protein1_name,uniprot1,protein2_name,uniprot2,Genetic_Correlation,Lower_bound_rg,Upper_bound_rg,P,FDR,Heritability_1,P_value_Heritability_1,Heritability_2,P_value_Heritability_2,combined_score,experiments,experiments_transferred,validated,exp_score
A1BG,P04217,CRISP3,P54108,0.937993799,0.771777178,1,7.6811568842353e-08,0.000112979,0.014781602,0.000935219,0.023487899,5.99144490831538e-16,941,292,0,TRUE,TRUE
AHSG,P02765,SERPINA11,Q86U17,0.871587159,0.706170617,0.98019802,1.9350941980226e-11,7.96119701585496e-08,0.166787721,0,0.003493525,7.34135151236225e-09,582,0,41,TRUE,TRUE
AKT2,P31751,CDC37,Q16543,0.886388639,0.709970997,0.9819982,1.12702749301552e-07,0.000157507,0.00068936,0.062754427,0.000881264,0,944,292,142,TRUE,TRUE
AKT2,P31751,CDKN2D,P55273,0.882988299,0.711371137,0.97619762,7.42179435218821e-08,0.000109531,0.00068936,0.062754427,0.000854871,0.038755183,166,0,95,TRUE,TRUE
AKT2,P31751,PTPN6,P29350,0.873387339,0.706770677,0.96539654,4.62191999749909e-08,7.30217142276535e-05,0.00068936,0.062754427,0.000887903,0.048195268,186,0,97,TRUE,TRUE
AKT2,P31751,SLC9A3R1,O14745,0.895989599,0.740774077,0.97879788,3.42724336362425e-08,5.63885363244143e-05,0.00068936,0.062754427,0.000986204,0,181,0,94,TRUE,TRUE
AKT2,P31751,SRC,P12931,0.856985699,0.668966897,0.96059606,4.32590071965353e-07,0.00049704,0.00068936,0.062754427,0.000892376,0.07660619,829,0,45,TRUE,TRUE
AKT2,P31751,STAT5B,P51692,0.877987799,0.716771677,0.96539654,4.8454292512468e-08,7.57754013045607e-05,0.00068936,0.062754427,0.000861216,0.027357204,410,0,96,TRUE,TRUE
AMY1B,AMY1B,AMY2B,P19961,0.99879988,0.98439844,1,1.44260097778418e-30,5.43196010440871e-26,0.160956409,1.67542215211751e-13,0.287929168,9.42022673071275e-19,915,172,0,TRUE,TRUE
AMY2A,P04746,AMY2B,P19961,0.99919992,0.99759976,0.99979998,2.4638222930037e-71,3.89644921536956e-66,0.284395419,5.13781593106721e-19,0.316090836,1.70189723884261e-19,960,610,0,TRUE,TRUE
AMY2B,P19961,AMY2A,P04746,0.99919992,0.99779978,0.99979998,4.13121902131328e-72,6.80560324560938e-67,0.316163758,1.76770595432767e-19,0.284212719,5.70603824882226e-19,960,610,0,TRUE,TRUE
AP1G2,O75843,THTPA,Q9BU02,1,0.902190219,1,4.45762369952198e-17,5.74069768362318e-13,0.00650619,0.000116989,0.084556081,9.03084330538329e-66,264,0,70,TRUE,TRUE
APOA1,P02647,APOA2,P02652,1,0.806180618,1,6.50274125907355e-08,9.77924972026341e-05,0.003715582,2.73778549705917e-09,0.001761263,5.81992055214047e-06,999,612,58,TRUE,TRUE
APOE,P02649,ANGPTL3,Q9Y5C1,0.867386739,0.737373737,0.95019502,2.07281749397877e-12,1.10299082526199e-08,0.654602739,3.54750626994215e-52,0.007434545,1.84101706544571e-06,577,0,56,TRUE,TRUE
APOE,P02649,APOA1,P02647,0.912391239,0.738773877,1,5.59579523813762e-10,1.57577554049864e-06,0.654602739,3.54750626994215e-52,0.003948472,0.003794727,999,0,114,TRUE,TRUE
APOE,P02649,APOA2,P02652,-1,-1,-0.887188719,6.47285699091475e-13,3.83106215408248e-09,0.654602739,3.54750626994215e-52,0.004205781,0.037282633,999,422,57,TRUE,TRUE
APOE,P02649,CSNK2A1,P68400,-1,-1,-0.96539654,1.95901535493149e-28,6.45440543768708e-24,0.654602739,3.54750626994215e-52,0.013978781,3.5919595953529e-05,331,292,0,TRUE,TRUE
APOE,P02649,CTSF,Q9UBX1,0.913991399,0.716971697,1,3.61774967548452e-08,5.91292395007241e-05,0.654602739,3.54750626994215e-52,0.002218359,0.003025445,227,0,61,TRUE,TRUE
APOE,P02649,CTSZ,Q9UBR2,1,0.808980898,1,1.43895886366276e-08,2.67851149613254e-05,0.654602739,3.54750626994215e-52,0.002214407,0.048940581,338,0,63,TRUE,TRUE
APOE,P02649,LDLR,P01130,0.464546455,0.346134613,0.562356236,1.38773983236652e-07,0.000187706,0.654602739,3.54750626994215e-52,0.060691412,7.85300686507109e-25,839,617,0,TRUE,TRUE
ARF6,P62330,AP3B1,O00203,1,0.866586659,1,1.38032520964961e-07,0.000186895,0.001508817,0.012137218,0.000610764,0.104143952,444,292,94,TRUE,TRUE
ARF6,P62330,NCK2,O43639,1,0.877787779,1,1.6858861993325e-07,0.000221958,0.001508817,0.012137218,0.000736633,0.138003307,157,0,47,TRUE,TRUE
ARF6,P62330,PAK4,O96013,1,0.881388139,1,3.72195659180241e-07,0.000437957,0.001508817,0.012137218,0.00121805,0.074892817,243,81,165,TRUE,TRUE
ARF6,P62330,SLC9A3R1,O14745,0.98079808,0.820782078,1,1.47890541004087e-07,0.000198341,0.001508817,0.012137218,0.000847417,0.085106773,538,0,61,TRUE,TRUE
ASGR1,P07306,CD163,Q86VB7,-1,-1,-0.826182618,3.89304388351785e-08,6.30036166993076e-05,0.007283149,0.001784774,0.029778278,1.30241076386879e-17,268,0,91,TRUE,TRUE
AXL,P30530,GAS6,Q14393,0.95859586,0.846784678,1,2.06658253797542e-11,8.47569597182522e-08,0.013759174,4.05203507824594e-08,0.033105017,1.21517827569842e-17,999,960,98,TRUE,TRUE
BLMH,Q13867,S100A14,Q9HCY8,0.850185019,0.692169217,0.932793279,3.4277545737356e-07,0.000407585,0.160001937,2.29498942844751e-51,0.010324512,3.3292230889904e-15,199,199,0,TRUE,TRUE
C1QTNF1,Q9BXJ1,COL18A1,P39060,1,0.823182318,1,1.61784408186818e-09,4.00777586857844e-06,0.024752667,8.83737994542696e-21,0.00165409,0,164,141,0,TRUE,TRUE
C1QTNF1,Q9BXJ1,COL4A1,P02462,0.99419942,0.909590959,1,1.75263504038297e-19,2.86335880647341e-15,0.024752667,8.83737994542696e-21,0.005287603,1.98220684989899e-06,486,459,0,TRUE,TRUE
C1R,P00736,C1S,P09871,0.934393439,0.906190619,0.95419542,5.16102237875187e-51,4.34147728107304e-46,0.051277522,1.99211071490996e-51,0.066186051,1.35219648276592e-79,999,983,0,TRUE,TRUE
C1S,P09871,C1R,P00736,0.938193819,0.910791079,0.95739574,1.14763552759628e-51,1.03121911885066e-46,0.066025443,2.76203987054863e-80,0.05013668,2.12855332298558e-51,999,983,0,TRUE,TRUE
C1S,P09871,SERPING1,P05155,0.589358936,0.434343434,0.710371037,1.57298551433612e-08,2.89392956145496e-05,0.066025443,2.76203987054863e-80,0.012027045,4.74462962657125e-29,999,693,45,TRUE,TRUE
CD209,Q9NNX6,CLEC4M,Q9H2X3,0.862386239,0.832983298,0.886188619,7.47546529923416e-57,8.6927854592253e-52,0.11608606,2.75520492193767e-47,0.163393732,1.63892391320386e-37,996,628,0,TRUE,TRUE
CD36,P16671,APP,P05067,0.929592959,0.798979898,0.99859986,1.08332835905925e-11,4.79632166860389e-08,0.028871207,1.4858099086118e-46,0.002406749,4.8227373681564e-07,635,77,0,TRUE,TRUE
CD36,P16671,CLEC1B,Q9P126,0.842384238,0.636963696,0.96479648,1.2075536630246e-07,0.000167002,0.028871207,1.4858099086118e-46,0.001852142,3.70337765148093e-05,387,0,57,TRUE,TRUE
CD36,P16671,SELP,P16109,0.839383938,0.636763676,0.95879588,1.20806202119006e-07,0.000167002,0.028871207,1.4858099086118e-46,0.001819712,4.01905946977519e-05,861,0,46,TRUE,TRUE
CD36,P16671,SERPINE1,P05121,0.929392939,0.797979798,1,9.35705872333258e-12,4.21831891257323e-08,0.028871207,1.4858099086118e-46,0.002117099,0,436,0,47,TRUE,TRUE
CD5L,O43866,C1QA,P02745,1,0.841784178,1,1.44379515124641e-07,0.000194159,0.022124627,3.34274936841028e-16,0.001865064,0.000108935,443,0,91,TRUE,TRUE
CD5L,O43866,JCHAIN,P01591,-1,-1,-0.798779878,3.1826089443307e-07,0.000381996,0.022124627,3.34274936841028e-16,0.002524905,5.08864183436732e-07,591,0,115,TRUE,TRUE
CELSR2,Q9HCU4,LAG3,P18627,-0.848584858,-0.923592359,-0.729372937,1.90419301391353e-13,1.25475624399473e-09,0.11188602,5.49706791776982e-45,0.014412159,1.45150119476368e-28,165,163,0,TRUE,TRUE
CHRDL2,Q6WN34,BMP4,P12644,1,0.98119812,1,2.66609106827077e-26,7.37120672115568e-22,0.097782014,1.43671839942837e-16,0.020886775,1.41439664139401e-07,377,0,95,TRUE,TRUE
CHRDL2,Q6WN34,BMP6,P22004,0.989999,0.924792479,1,2.6352001545697e-15,2.50449359344147e-11,0.097782014,1.43671839942837e-16,0.00560588,5.61234860079314e-05,610,0,95,TRUE,TRUE
CIRBP,Q14011,ARF6,P62330,1,0.873187319,1,1.34171618181305e-09,3.40192721086754e-06,0.001099317,0.056299166,0.000885974,0.117471908,150,0,94,TRUE,TRUE
CIRBP,Q14011,CA13,Q8N1Q1,1,0.876187619,1,6.53492619811535e-10,1.81311550296276e-06,0.001099317,0.056299166,0.000948321,0.11698082,166,0,98,TRUE,TRUE
CIRBP,Q14011,CRYBB1,P53674,1,0.841984198,1,6.39220060745194e-08,9.6386754501374e-05,0.001099317,0.056299166,0.000567024,0.32860549,170,0,94,TRUE,TRUE
CIRBP,Q14011,DNAJB6,O75190,0.95479548,0.779577958,1,2.83474910352481e-08,4.78141751061826e-05,0.001099317,0.056299166,0.000872226,0,162,0,94,TRUE,TRUE
CIRBP,Q14011,EIF4G1,Q04637,1,0.868986899,1,5.42332271485543e-10,1.53047754138355e-06,0.001099317,0.056299166,0.000855014,0.135972209,591,0,119,TRUE,TRUE
CIRBP,Q14011,FADD,Q13158,1,0.833383338,1,3.83880072544205e-08,6.23554823030131e-05,0.001099317,0.056299166,0.000496698,0,175,0,71,TRUE,TRUE
CIRBP,Q14011,FKBP5,Q13451,1,0.896789679,1,1.24675399837576e-11,5.39895416591491e-08,0.001099317,0.056299166,0.000909899,0.128769804,274,0,71,TRUE,TRUE
CIRBP,Q14011,METAP2,P50579,1,0.898189819,1,1.77054375926044e-09,4.35602573171681e-06,0.001099317,0.056299166,0.0008754,0.112207341,155,0,46,TRUE,TRUE
CIRBP,Q14011,NARS1,O43776,1,0.854985499,1,1.34174383614621e-08,2.51869752840076e-05,0.001099317,0.056299166,0.001097094,0.084202604,245,234,45,TRUE,TRUE
CIRBP,Q14011,PCBP2,Q15366,1,0.842384238,1,2.62176214266114e-07,0.000323519,0.001099317,0.056299166,0.000388567,0.457763887,277,0,113,TRUE,TRUE
CIRBP,Q14011,PRDX5,P30044,1,0.856385639,1,6.49092242209035e-08,9.76519018877054e-05,0.001099317,0.056299166,0.000988638,0.074860266,169,0,66,TRUE,TRUE
CIRBP,Q14011,PTPN1,P18031,1,0.824982498,1,2.50717901282204e-08,4.3248433234603e-05,0.001099317,0.056299166,0.001163193,0.046890108,202,0,50,TRUE,TRUE
CIRBP,Q14011,RHOC,P08134,0.944994499,0.792979298,1,1.52022501227014e-09,3.80408695106773e-06,0.001099317,0.056299166,0.00116564,0.071738377,169,0,94,TRUE,TRUE
CIRBP,Q14011,SRC,P12931,0.938193819,0.754175418,1,8.25678756418254e-08,0.000120326,0.001099317,0.056299166,0.00101057,0.087040952,150,0,71,TRUE,TRUE
CIRBP,Q14011,TIA1,P31483,1,0.918591859,1,3.16657250916875e-11,1.25195605663177e-07,0.001099317,0.056299166,0.000520747,0.304517185,416,0,140,TRUE,TRUE
CIRBP,Q14011,YWHAQ,P27348,1,0.825182518,1,2.70207372701679e-08,4.59685409542959e-05,0.001099317,0.056299166,0.001012121,0.068177975,185,0,89,TRUE,TRUE
CLEC4M,Q9H2X3,CD209,Q9NNX6,0.860186019,0.830183018,0.883988399,5.87391659404544e-56,6.45096852860096e-51,0.165771235,2.62733161761808e-37,0.116701467,6.16448098227223e-47,996,628,0,TRUE,TRUE
CPA1,P15085,CELA2A,P08217,-1,-1,-0.822782278,1.80359959441008e-09,4.43081922922005e-06,0.021612623,6.24902324821539e-25,0.003564443,2.99029069889028e-06,896,0,406,TRUE,TRUE
CSF3,P09919,CEACAM8,P31997,0.99019902,0.810981098,1,1.83199756985576e-07,0.000237947,0.002718617,1.23048617850632e-09,0.004816109,5.79059351315247e-18,519,0,111,TRUE,TRUE
CSF3,P09919,PRTN3,P24158,0.9779978,0.771577158,1,3.03177691340597e-07,0.000367575,0.002718617,1.23048617850632e-09,0.004597234,4.99297000199866e-20,434,0,66,TRUE,TRUE
CTSB,P07858,PSAP,P07602,0.851985199,0.692169217,0.948794879,1.44080504240029e-07,0.000193889,0.12910217,1.69197830821312e-35,0.005287659,1.31226953509682e-10,678,72,0,TRUE,TRUE
DNAJB6,O75190,DNAJB8,Q8NHS0,0.907990799,0.707970797,1,3.61468536066236e-08,5.91035887803658e-05,0.011477796,8.77806284723701e-26,0.002326471,8.87744347696273e-05,177,132,0,TRUE,TRUE
EPHA4,P54764,EFNA4,P52798,0.871987199,0.662166217,0.99819982,9.00647898315251e-08,0.000129769,0.019673735,2.5574558724272e-33,0.002499887,1.25034733296196e-07,999,422,98,TRUE,TRUE
F12,P00748,BAG3,O95817,-0.878587859,-0.99839984,-0.670767077,7.26213312569444e-08,0.000107596,0.595724941,1.88040071249397e-144,0.001770517,0.00064826,203,130,99,TRUE,TRUE
F12,P00748,HGFAC,Q04756,0.96259626,0.763176318,1,1.85622131474436e-08,3.33433599814455e-05,0.595724941,1.88040071249397e-144,0.002241553,4.85717392644999e-05,324,0,135,TRUE,TRUE
F12,P00748,ITIH4,Q14624,0.97039704,0.891789179,1,2.37931447581574e-19,3.8395949422029e-15,0.595724941,1.88040071249397e-144,0.005937858,6.42013676896242e-13,312,0,162,TRUE,TRUE
F12,P00748,KLKB1,P03952,-1,-1,-0.919191919,9.55767539796782e-15,8.23264217580733e-11,0.595724941,1.88040071249397e-144,0.003057642,0.003860436,972,0,94,TRUE,TRUE
F12,P00748,SERPINA5,P05154,0.9839984,0.946794679,1,2.93708077432437e-31,1.17295228135936e-26,0.595724941,1.88040071249397e-144,0.021042724,2.43391765965494e-23,267,0,45,TRUE,TRUE
F12,P00748,SERPINI1,Q99574,0.99059906,0.941794179,1,1.64010256607483e-23,3.58254852579839e-19,0.595724941,1.88040071249397e-144,0.011292065,3.46113435338713e-12,200,0,45,TRUE,TRUE
F12,P00748,SPINT2,O43291,-1,-1,-0.882788279,1.22734107334914e-10,4.12626954938843e-07,0.595724941,1.88040071249397e-144,0.001469812,0.019607124,216,0,126,TRUE,TRUE
F7,P08709,F3,P13726,-0.98919892,-1,-0.813381338,1.476520475488e-09,3.70645356995511e-06,0.169503602,2.28127343139322e-54,0.002513341,0.000141749,999,987,0,TRUE,TRUE
FES,P07332,FURIN,P09958,-0.759775978,-0.879187919,-0.579357936,1.49024488289176e-08,2.75968433462693e-05,0.012976356,1.54038019961539e-26,0.022105432,1.94010786821334e-37,250,0,41,TRUE,TRUE
FGFR4,P22455,KLB,Q86Z14,-0.96039604,-0.99079908,-0.897389739,1.47947433203511e-14,1.24189871040699e-10,0.859498849,8.08068589815162e-127,0.021287974,5.61274651326925e-15,999,292,114,TRUE,TRUE
FN1,P02751,ITGA5,P08648,0.949394939,0.876987699,0.99039904,4.3833450795121e-19,6.8770909750393e-15,0.150233525,2.91723791704074e-38,0.012106234,2.81750994501535e-10,999,986,0,TRUE,TRUE
FOLR3,P41439,CD33,P20138,-1,-1,-0.846784678,2.86827998672407e-07,0.000349683,0.364201039,4.61165896350339e-57,0.001149968,0.092235531,382,0,98,TRUE,TRUE
FURIN,P09958,FES,P07332,-0.756975698,-0.877787779,-0.573757376,2.03957968975679e-08,3.60635543602098e-05,0.021918739,1.00994482554845e-36,0.012955264,1.43774954088713e-26,250,0,41,TRUE,TRUE
FUT3,FUT5,FAM3B,P58499,-0.713971397,-0.794379438,-0.610761076,2.66602199299535e-16,2.96916972137802e-12,0.286341072,9.79266123840898e-57,0.032219138,1.90976997931337e-39,693,422,0,TRUE,TRUE
FUT3,FUT5,TCN1,P20061,-0.757575758,-0.857585759,-0.626162616,3.64742347283641e-12,1.81849725471435e-08,0.286341072,9.79266123840898e-57,0.012074233,0,219,0,51,TRUE,TRUE
FUT5,FUT5,TCN1,P20061,-0.760176018,-0.858985899,-0.630363036,2.72197939960196e-12,1.39945243679694e-08,0.287709735,2.01627767979407e-56,0.012230543,9.3829788397177e-12,192,0,51,TRUE,TRUE
FYB1,O15117,SKAP2,O75563,0.98039804,0.860786079,1,9.3707336847858e-10,2.4881613869974e-06,0.000750581,0.106051788,0.0009029,0.07778942,981,421,63,TRUE,TRUE
GAS6,Q14393,AXL,P30530,-0.848384838,-0.926792679,-0.715771577,3.04939364134648e-11,1.21046935865732e-07,0.086305816,0,0.015640966,4.66230372602773e-17,999,960,98,TRUE,TRUE
GAS6,Q14393,MFGE8,Q08431,-0.920592059,-1,-0.699169917,2.20318782728801e-07,0.000279367,0.086305816,0,0.003160072,1.37511547968251e-05,933,0,91,TRUE,TRUE
GMPR,P36959,GMPR2,Q9P2T1,-0.96379638,-1,-0.835383538,1.11170568582622e-13,7.8347765364363e-10,0.040269071,1.51857368623885e-48,0.006276722,1.54985497889976e-11,900,672,0,TRUE,TRUE
GP6,Q9HCN6,ABL1,P00519,0.933793379,0.673567357,1,9.22763654216315e-08,0.000132316,0.028461403,0,0.000527421,0,189,0,102,TRUE,TRUE
GP6,Q9HCN6,AKT2,P31751,0.893589359,0.756175618,0.98839884,8.64134501824651e-15,7.54193511454206e-11,0.028461403,0,0.0014559,0.00479495,182,0,102,TRUE,TRUE
GP6,Q9HCN6,AKT3,Q9Y243,0.736973697,0.511551155,0.902990299,3.78008704056564e-07,0.000443917,0.028461403,0,0.0011615,0.040333446,167,0,102,TRUE,TRUE
GP6,Q9HCN6,ANGPT1,Q15389,0.929192919,0.856185619,0.97679768,6.03058310172237e-26,1.58952621851367e-21,0.028461403,0,0.008056976,4.92001789040771e-33,199,0,91,TRUE,TRUE
GP6,Q9HCN6,APLP1,P51693,-0.852985299,-0.9679968,-0.681168117,2.44119413917018e-11,9.82903447761992e-08,0.028461403,0,0.003323447,6.50209665583923e-10,178,0,145,TRUE,TRUE
GP6,Q9HCN6,APP,P05067,0.921992199,0.852385239,0.96819682,3.52592554799425e-27,1.06414667021829e-22,0.028461403,0,0.007594495,3.4724326678511e-28,309,0,145,TRUE,TRUE
GP6,Q9HCN6,BCL2L1,Q07817,0.904390439,0.787978798,0.98479848,1.04669623390668e-17,1.4779586329415e-13,0.028461403,0,0.001632973,0.001298023,222,0,141,TRUE,TRUE
GP6,Q9HCN6,CCL2,P13500,0.780578058,0.584758476,0.919791979,3.09983816516303e-09,7.0313915430826e-06,0.028461403,0,0.003500255,7.35505607929555e-10,262,0,96,TRUE,TRUE
GP6,Q9HCN6,CCL5,P13501,0.926192619,0.832783278,0.98619862,4.68663464020513e-21,8.61831347511503e-17,0.028461403,0,0.00435359,9.7043051342011e-15,311,0,96,TRUE,TRUE
GP6,Q9HCN6,CD63,P08962,0.882788279,0.796579658,0.942394239,1.28785892759214e-22,2.61115907243114e-18,0.028461403,0,0.006223991,4.55607866151995e-21,444,0,126,TRUE,TRUE
GP6,Q9HCN6,CD84,Q9UIB8,0.800180018,0.628162816,0.922592259,1.15880879720871e-10,3.91919543678237e-07,0.028461403,0,0.001744946,0.003509129,197,0,45,TRUE,TRUE
GP6,Q9HCN6,CRKL,P46109,0.933793379,0.804580458,1,5.28049099785938e-16,5.65779996749857e-12,0.028461403,0,0.001410131,0.002916654,197,150,0,TRUE,TRUE
GP6,Q9HCN6,CXCL1,P09341,0.826782678,0.577157716,1,2.91847840251133e-07,0.000355146,0.028461403,0,0.00080939,0.072625314,215,0,114,TRUE,TRUE
GP6,Q9HCN6,CXCL5,P42830,0.860986099,0.737973797,0.946194619,4.0300712918616e-16,4.3894059928362e-12,0.028461403,0,0.00333166,8.05960119376362e-09,219,0,114,TRUE,TRUE
GP6,Q9HCN6,F11R,Q9Y624,0.936193619,0.827382738,1,5.61548201290022e-19,8.70655822022319e-15,0.028461403,0,0.002138369,1.69326599083549e-06,211,0,49,TRUE,TRUE
GP6,Q9HCN6,GP1BA,P07359,0.829782978,0.627162716,0.97139714,2.82124454084945e-09,6.48502915994677e-06,0.028461403,0,0.00137346,0.000785923,946,0,95,TRUE,TRUE
GP6,Q9HCN6,GP1BB,P13224,0.943994399,0.721972197,1,1.94400340833359e-09,4.7223838979566e-06,0.028461403,0,0.000819281,0.068982326,674,0,95,TRUE,TRUE
GP6,Q9HCN6,GP5,P40197,0.909790979,0.761176118,1,8.06240518954514e-14,5.85956490605011e-10,0.028461403,0,0.001694889,0.000559467,961,0,95,TRUE,TRUE
GP6,Q9HCN6,GRAP2,O75791,0.861186119,0.705970597,0.97139714,8.79276122506319e-13,5.05637959945799e-09,0.028461403,0,0.001378235,0.006302846,371,0,48,TRUE,TRUE
GP6,Q9HCN6,IRAK4,Q9NWZ3,0.99879988,0.846384638,1,2.27141495362233e-14,1.82158402835362e-10,0.028461403,0,0.000925215,0.038014363,155,0,102,TRUE,TRUE
GP6,Q9HCN6,LYN,P07948,0.864386439,0.731373137,0.95679568,7.41371485342491e-15,6.63152264899016e-11,0.028461403,0,0.001962364,0.000152425,997,785,102,TRUE,TRUE
GP6,Q9HCN6,MMP1,P03956,0.940994099,0.825582558,1,5.28641008923562e-17,6.74215612020567e-13,0.028461403,0,0.004365781,8.15983694899348e-18,196,0,45,TRUE,TRUE
GP6,Q9HCN6,MYH9,P35579,0.933593359,0.742574257,1,5.56857488016386e-11,2.06531599122264e-07,0.028461403,0,0.00125523,0.002383928,256,0,68,TRUE,TRUE
GP6,Q9HCN6,PDGFA,P04085,0.916391639,0.842184218,0.96639664,3.82127651526343e-26,1.02081348453824e-21,0.028461403,0,0.007158234,3.0954758344712e-26,181,0,126,TRUE,TRUE
GP6,Q9HCN6,PECAM1,P16284,0.689768977,0.478347835,0.848984898,2.79299875205699e-07,0.000342299,0.028461403,0,0.001720755,9.73792197728494e-05,441,0,126,TRUE,TRUE
GP6,Q9HCN6,PPBP,P02775,0.927592759,0.857985799,0.97379738,1.29698552643331e-27,4.03767219479915e-23,0.028461403,0,0.006481556,1.77208308687821e-24,489,0,114,TRUE,TRUE
GP6,Q9HCN6,PTPN6,P29350,0.898589859,0.755175518,0.99859986,2.64233052280155e-14,2.09776795617895e-10,0.028461403,0,0.001307152,0.01382814,586,0,96,TRUE,TRUE
GP6,Q9HCN6,SEMA4D,Q92854,0.818581858,0.651365137,0.937193719,3.92827308669656e-11,1.52116238557963e-07,0.028461403,0,0.001563519,0.001092676,245,0,69,TRUE,TRUE
GP6,Q9HCN6,SLA2,Q9H6Q3,0.902990299,0.751775178,1,1.84028605494916e-13,1.21670081686763e-09,0.028461403,0,0.001236226,0.014265591,257,0,102,TRUE,TRUE
GP6,Q9HCN6,SRC,P12931,0.860386039,0.694569457,0.97719772,7.06492745250581e-12,3.26312409657202e-08,0.028461403,0,0.001176471,0.014263766,580,0,102,TRUE,TRUE
GP6,Q9HCN6,TPP1,O14773,0.679967997,0.520952095,0.800980098,4.30680806418077e-10,1.26130871788542e-06,0.028461403,0,0.004121715,1.53890608277765e-12,156,0,113,TRUE,TRUE
GSTA1,P08263,GSTA3,Q16772,1,0.99679968,1,3.10162354285889e-65,4.54176823752968e-60,0.037073361,2.69923898593871e-58,0.035618569,4.71474968810398e-60,947,743,0,TRUE,TRUE
GSTA3,Q16772,GSTA1,P08263,1,0.99659966,1,1.95723257226901e-64,2.5794126677916e-59,0.036110495,1.86702908163269e-60,0.038680259,1.33705908881551e-58,947,743,0,TRUE,TRUE
HGFAC,Q04756,HGF,P14210,-0.826982698,-0.922992299,-0.660766077,2.73088903442713e-08,4.63955526086653e-05,0.427850185,2.27407030094928e-26,0.012792872,5.1342285199516e-12,890,292,94,TRUE,TRUE
HRG,P04196,PLG,P00747,0.932593259,0.756175618,1,1.36209404482711e-10,4.54179400127067e-07,0.112646609,5.96059039705044e-41,0.002333726,0.000486184,999,0,94,TRUE,TRUE
HSBP1,O75506,BRK1,Q8WUW1,0.948194819,0.907990799,0.97619762,6.73988253082641e-49,5.12446618970668e-44,0.148295881,0,0.016728098,0,556,325,66,TRUE,TRUE
HSBP1,O75506,WASHC3,Q9Y3C0,0.941794179,0.852785279,1,1.30027433370361e-26,3.69845073598101e-22,0.148295881,0,0.005165325,4.94418238568293e-11,931,785,411,TRUE,TRUE
ICA1,Q05084,RAB2B,Q8WUD1,1,0.865986599,1,2.6104162291824e-07,0.000322663,0.000628883,0.133353869,0.000896989,0.019997699,543,413,111,TRUE,TRUE
IL10RA,Q13651,IL10,P22301,1,0.914991499,1,6.89964872344459e-13,4.06540773038452e-09,0.006704399,9.43563487197018e-05,0.020252887,1.60819248880827e-17,999,988,0,TRUE,TRUE
IL12B,P29460,IL12A,IL12B,0.99979998,0.99959996,1,1.06763003756655e-181,8.44211367750503e-176,0.257588894,1.34378704366134e-35,0.237943554,4.14265638352501e-33,999,977,0,TRUE,TRUE
IL1RN,P18510,IL1R1,P14778,-0.9779978,-1,-0.918591859,2.51591289518712e-17,3.39077697506753e-13,0.03550745,1.36771940659229e-37,0.01701458,1.45694553919976e-29,999,958,0,TRUE,TRUE
IL6R,P08887,IL6,P05231,0.95479548,0.899189919,0.98459846,1.86924616376944e-20,3.28460862026097e-16,0.398772613,1.2148663467898e-185,0.018634801,1.10871911734884e-33,999,988,0,TRUE,TRUE
ITGA2,P17301,ITGB1,P05556,0.633563356,0.467946795,0.753375338,4.77062782515466e-08,7.49064921329803e-05,0.166829897,6.4928185289247e-79,0.008315632,4.33281275741286e-12,999,722,114,TRUE,TRUE
ITGB2,P05107,IGF1R,P08069,1,0.903990399,1,1.54026882724599e-13,1.04994894350618e-09,0.017255066,5.32359834875112e-10,0.00255521,0.053537199,173,0,52,TRUE,TRUE
KIFBP,Q96EK5,DCTN1,Q14203,0.9929993,0.812381238,1,1.15817380621151e-08,2.22715414649203e-05,0.003072237,4.05312736712391e-07,0.001020449,0.024740114,266,106,0,TRUE,TRUE
KIFBP,Q96EK5,DOK2,O60496,0.860386039,0.697369737,0.96279628,3.37120154037388e-09,7.57306522484046e-06,0.003072237,4.05312736712391e-07,0.001283606,0.028045422,620,620,0,TRUE,TRUE
KIFBP,Q96EK5,FKBP5,Q13451,0.927192719,0.811181118,0.9959996,1.15850749742934e-12,6.53402029644646e-09,0.003072237,4.05312736712391e-07,0.001440792,0.011833096,304,299,0,TRUE,TRUE
KIFBP,Q96EK5,PPP1CC,P36873,0.880788079,0.716171617,0.97819782,8.77282754963513e-09,1.74383125632846e-05,0.003072237,4.05312736712391e-07,0.001342941,0.010625159,340,330,0,TRUE,TRUE
